Title,Restaurant,Menu,Category,Description,Price,Status,Action,# Sides,Side:Cost(Choose #),Size(Choose 1),Options:Cost(Choose 1),Additional options(Choose 1),Additional options(Choose 1),Add-ons:Cost (Choose Any),Temp (Choose 1)
Crab Legs,Rosey Baby,All Day,By Land & Sea,*Choice of Boiled or Fried* *Choice of two sides*,19.99,Active,"Activate, Deactivate, Feature, Edit",2,"Baked Potato:0, Corn on the Cob and Red potato:0, Hush Puppies:0, Mac and Cheese:0, Mixed Vegetables:0, Onion Rings:0, Regular Fries:0, Rosey Fries:0, Cup of Gumbo:0, Cup of Red Bean and Rice:0, Cup of Etouffee:0",,"Boiled, Fried",,,"Add Catfish:6.89, Add Chicken:2.5, Add Crawfish:5.99, Add Shrimp:5.99, Add Crab Cluster:7.99, Add Bacon:0.75, Add Cheese:0.75",
Fish Platter,Rosey Baby,All Day,By Land & Sea,"*Choice of Catfish or Fish-of-the-day* *Choice of Blackened, Fried, or Grilled* *Choice of two sides*",14.99,Active,"Activate, Deactivate, Feature, Edit",2,"Baked Potato:0, Corn on the Cob and Red potato:0, Hush Puppies:0, Mac and Cheese:0, Mixed Vegetables:0, Onion Rings:0, Regular Fries:0, Rosey Fries:0, Cup of Gumbo:0, Cup of Red Bean and Rice:0, Cup of Etouffee:0",,"Blackened, Fried, Grilled","Catfish, Fish-of-the-day",,"Add Catfish:6.89, Add Chicken:2.5, Add Crawfish:5.99, Add Shrimp:5.99, Add Crab Cluster:7.99, Add Bacon:0.75, Add Cheese:0.75",
Ribeye 14-16oz,Rosey Baby,All Day,By Land & Sea,*Choice of Blackened or Marinated* Top grade beef marinated or blackened. *Choice of two sides*,21.99,Active,"Activate, Deactivate, Feature, Edit",2,"Baked Potato:0, Corn on the Cob and Red potato:0, Hush Puppies:0, Mac and Cheese:0, Mixed Vegetables:0, Onion Rings:0, Regular Fries:0, Rosey Fries:0, Cup of Gumbo:0, Cup of Red Bean and Rice:0, Cup of Etouffee:0",,"Blackened, Marinated",,,"Add Shrimp and Crawfish Stuffing:5.99, Add Catfish:6.89, Add Chicken:2.5, Add Crawfish:5.99, Add Shrimp:5.99, Add Crab Cluster:7.99, Add Bacon:0.75, Add Cheese:0.75","Rare, Medium Rare, Medium, Medium Well, Well Done"
Shrimp and Sausage,Rosey Baby,All Day,By Land & Sea,"Shrimp and linked sausage, boiled in our cajun house seasoning. Comes with corn on the cob and a red potato.",10.99,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,"Add Catfish:6.89, Add Chicken:2.5, Add Crawfish:5.99, Add Shrimp:5.99, Add Crab Cluster:7.99, Add Bacon:0.75, Add Cheese:0.75",
Shrimp by the LB.,Rosey Baby,All Day,By Land & Sea,1lb of shrimp boiled in our cajun house seasoning. Comes with corn on the cob and a red potato.,9.99,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,"Add Catfish:6.89, Add Chicken:2.5, Add Crawfish:5.99, Add Shrimp:5.99, Add Crab Cluster:7.99, Add Bacon:0.75, Add Cheese:0.75",
Shrimp Platter,Rosey Baby,All Day,By Land & Sea,"*Choice of Blackened, Fried, or Grilled* *Choice of two sides*",14.99,Active,"Activate, Deactivate, Feature, Edit",2,"Baked Potato:0, Corn on the Cob and Red potato:0, Hush Puppies:0, Mac and Cheese:0, Mixed Vegetables:0, Onion Rings:0, Regular Fries:0, Rosey Fries:0, Cup of Gumbo:0, Cup of Red Bean and Rice:0, Cup of Etouffee:0",,"Blackened, Fried, Grilled",,,"Add Catfish:6.89, Add Chicken:2.5, Add Crawfish:5.99, Add Shrimp:5.99, Add Crab Cluster:7.99, Add Bacon:0.75, Add Cheese:0.75",
Boudin Ball Platter,Rosey Baby,All Day,Creole Favorites,"Fresh sausage, vegetables, and rice rolled together and deep fried to perfection served with creole sauce on the side. *Choice of two sides*",12.99,Active,"Activate, Deactivate, Feature, Edit",2,"Baked Potato:0, Corn on the Cob and Red potato:0, Hush Puppies:0, Mac and Cheese:0, Mixed Vegetables:0, Onion Rings:0, Regular Fries:0, Rosey Fries:0, Cup of Gumbo:0, Cup of Red Bean and Rice:0, Cup of Etouffee:0",,,,,"Add Catfish:6.89, Add Chicken:2.5, Add Crawfish:5.99, Add Shrimp:5.99, Add Crab Cluster:7.99, Add Bacon:0.75, Add Cheese:0.75",
Crawfish Etouffee,Rosey Baby,All Day,Creole Favorites,Crawfish Etouffee,9.99,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,"Add Catfish:6.89, Add Chicken:2.5, Add Crawfish:5.99, Add Shrimp:5.99, Add Crab Cluster:7.99, Add Bacon:0.75, Add Cheese:0.75",
Crawfish Etouffee Platter,Rosey Baby,All Day,Creole Favorites,"*Choice of Blackened, Fried, or Grilled* Served with your style of catfish. *Choice of one side*",12.99,Active,"Activate, Deactivate, Feature, Edit",1,"Baked Potato:0, Corn on the Cob and Red potato:0, Hush Puppies:0, Mac and Cheese:0, Mixed Vegetables:0, Onion Rings:0, Regular Fries:0, Rosey Fries:0, Cup of Gumbo:0, Cup of Red Bean and Rice:0, Cup of Etouffee:0",,"Blackened, Fried, Grilled",,,"Add Catfish:6.89, Add Chicken:2.5, Add Crawfish:5.99, Add Shrimp:5.99, Add Crab Cluster:7.99, Add Bacon:0.75, Add Cheese:0.75",
Red Beans and Rice,Rosey Baby,All Day,Creole Favorites,Red Beans and Rice,8.99,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,"Add Catfish:6.89, Add Chicken:2.5, Add Crawfish:5.99, Add Shrimp:5.99, Add Crab Cluster:7.99, Add Bacon:0.75, Add Cheese:0.75",
Red Beans and Rice Platter,Rosey Baby,All Day,Creole Favorites,"*Choice of Blackened, Fried, or Grilled* Served with your style of catfish. *Choice of one side*",12.99,Active,"Activate, Deactivate, Feature, Edit",1,"Baked Potato:0, Corn on the Cob and Red potato:0, Hush Puppies:0, Mac and Cheese:0, Mixed Vegetables:0, Onion Rings:0, Regular Fries:0, Rosey Fries:0, Cup of Gumbo:0, Cup of Red Bean and Rice:0, Cup of Etouffee:0",,"Blackened, Fried, Grilled",,,"Add Catfish:6.89, Add Chicken:2.5, Add Crawfish:5.99, Add Shrimp:5.99, Add Crab Cluster:7.99, Add Bacon:0.75, Add Cheese:0.75",
Shrimp Gumbo,Rosey Baby,All Day,Creole Favorites,Shrimp Gumbo,9.99,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,"Add Catfish:6.89, Add Chicken:2.5, Add Crawfish:5.99, Add Shrimp:5.99, Add Crab Cluster:7.99, Add Bacon:0.75, Add Cheese:0.75",
Shrimp Gumbo Platter,Rosey Baby,All Day,Creole Favorites,"*Choice of Blackened, Fried, or Grilled* Served with your style of catfish. *Choice of one side* ",12.99,Active,"Activate, Deactivate, Feature, Edit",1,"Baked Potato:0, Corn on the Cob and Red potato:0, Hush Puppies:0, Mac and Cheese:0, Mixed Vegetables:0, Onion Rings:0, Regular Fries:0, Rosey Fries:0, Cup of Gumbo:0, Cup of Red Bean and Rice:0, Cup of Etouffee:0",,"Blackened, Fried, Grilled",,,"Add Catfish:6.89, Add Chicken:2.5, Add Crawfish:5.99, Add Shrimp:5.99, Add Crab Cluster:7.99, Add Bacon:0.75, Add Cheese:0.75",
Wellington,Rosey Baby,All Day,Creole Favorites,"*Choice of Shrimp, Crawfish, or Chicken* Veggies, potatoes, creole sauce with chicken all simmered together stuffed into a french pastry and topped with cheese.",10.99,Active,"Activate, Deactivate, Feature, Edit",0,,,"Chicken, Crawfish, Shrimp",,,"Add Catfish:6.89, Add Chicken:2.5, Add Crawfish:5.99, Add Shrimp:5.99, Add Crab Cluster:7.99, Add Bacon:0.75, Add Cheese:0.75",
Ice Cream Sundae,Rosey Baby,All Day,Desserts,"Your classic delicious vanilla ice cream topped with chocolate sauce, whipped cream and a cherry.",3.99,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Pecan Puff Pastry,Rosey Baby,All Day,Desserts,"Baked puff pastry topped with rum sauce, pecans, whipped cream and ice cream.",6.99,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Root Beer Float,Rosey Baby,All Day,Desserts,Root Beer Float,4.99,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Rosey Baby Beignets,Rosey Baby,All Day,Desserts,Rosey Baby Beignets,4.99,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Chicken Basket,Rosey Baby,All Day,Kids Menu,Kid's Chicken Basket with Fries,3.99,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Fish Basket,Rosey Baby,All Day,Kids Menu,Kid's Fish Basket with Fries,3.99,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Grilled Cheese,Rosey Baby,All Day,Kids Menu,Kid's Grilled Cheese with Fries,3.99,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Pasta Bowl,Rosey Baby,All Day,Kids Menu,Kid's Pasta Bowl,3.99,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Shrimp Basket,Rosey Baby,All Day,Kids Menu,Kid's Shrimp Basket with Fries,3.99,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Chicken Fettuccini,Rosey Baby,All Day,Pasta,"Chicken fettuccini pasta, served in creole sauce with onion, tomato, and mushrooms.",12.99,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,"Add Catfish:6.89, Add Chicken:2.5, Add Crawfish:5.99, Add Shrimp:5.99, Add Crab Cluster:7.99, Add Bacon:0.75, Add Cheese:0.75",
Crawfish Fettuccini,Rosey Baby,All Day,Pasta,"Crawfish fettuccini pasta, served in creole sauce with onion, tomato, and mushrooms.",12.99,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,"Add Catfish:6.89, Add Chicken:2.5, Add Crawfish:5.99, Add Shrimp:5.99, Add Crab Cluster:7.99, Add Bacon:0.75, Add Cheese:0.75",
Fettuccini,Rosey Baby,All Day,Pasta,"Fettuccini pasta, served in creole sauce with onion, tomato, and mushrooms.",7.99,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,"Add Catfish:6.89, Add Chicken:2.5, Add Crawfish:5.99, Add Shrimp:5.99, Add Crab Cluster:7.99, Add Bacon:0.75, Add Cheese:0.75",
Shrimp Fettuccini,Rosey Baby,All Day,Pasta,"Shrimp fettuccini pasta, served in creole sauce with onion, tomato, and mushrooms.",12.99,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,"Add Catfish:6.89, Add Chicken:2.5, Add Crawfish:5.99, Add Shrimp:5.99, Add Crab Cluster:7.99, Add Bacon:0.75, Add Cheese:0.75",
Catfish Po-boy,Rosey Baby,All Day,Po-boys and More,"*Choice of Blackened, Fried, or Grilled* served on french bread with lettuce, tomato, and onions. *Choice of one side* ",9.99,Active,"Activate, Deactivate, Feature, Edit",1,"Baked Potato:0, Corn on the Cob and Red potato:0, Hush Puppies:0, Mac and Cheese:0, Mixed Vegetables:0, Onion Rings:0, Regular Fries:0, Rosey Fries:0, Cup of Gumbo:0, Cup of Red Bean and Rice:0, Cup of Etouffee:0",,"Blackened, Fried, Grilled",,,"Add Catfish:6.89, Add Chicken:2.5, Add Crawfish:5.99, Add Shrimp:5.99, Add Crab Cluster:7.99, Add Bacon:0.75, Add Cheese:0.75",
Cheese Quesadilla,Rosey Baby,All Day,Po-boys and More,"Simply cheese, creole sauce, and a tortilla cooked together. *Choice of one side*",7.99,Active,"Activate, Deactivate, Feature, Edit",1,"Baked Potato:0, Corn on the Cob and Red potato:0, Hush Puppies:0, Mac and Cheese:0, Mixed Vegetables:0, Onion Rings:0, Regular Fries:0, Rosey Fries:0, Cup of Gumbo:0, Cup of Red Bean and Rice:0, Cup of Etouffee:0",,,,,"Add Catfish:6.89, Add Chicken:2.5, Add Crawfish:5.99, Add Shrimp:5.99, Add Crab Cluster:7.99, Add Bacon:0.75, Add Cheese:0.75",
Chef Louie Burger,Rosey Baby,All Day,Po-boys and More,"Marinated burger in house steak sauce with lettuce, tomato, sauteed mushrooms and onion, topped with pepperjack cheese and american bacon. *Choice of one side*",11.99,Active,"Activate, Deactivate, Feature, Edit",1,"Baked Potato:0, Corn on the Cob and Red potato:0, Hush Puppies:0, Mac and Cheese:0, Mixed Vegetables:0, Onion Rings:0, Regular Fries:0, Rosey Fries:0, Cup of Gumbo:0, Cup of Red Bean and Rice:0, Cup of Etouffee:0",,,,,"Add Catfish:6.89, Add Chicken:2.5, Add Crawfish:5.99, Add Shrimp:5.99, Add Crab Cluster:7.99, Add Bacon:0.75, Add Cheese:0.75",
Chicken Po-boy,Rosey Baby,All Day,Po-boys and More,"*Choice of Blackened, Fried, or Grilled* Served on french bread with lettuce, tomato, onion, ham, and cheese. *Choice of one side*",9.99,Active,"Activate, Deactivate, Feature, Edit",1,"Baked Potato:0, Corn on the Cob and Red potato:0, Hush Puppies:0, Mac and Cheese:0, Mixed Vegetables:0, Onion Rings:0, Regular Fries:0, Rosey Fries:0, Cup of Gumbo:0, Cup of Red Bean and Rice:0, Cup of Etouffee:0",,"Blackened, Fried, Grilled",,,"Add Catfish:6.89, Add Chicken:2.5, Add Crawfish:5.99, Add Shrimp:5.99, Add Crab Cluster:7.99, Add Bacon:0.75, Add Cheese:0.75",
Chicken Quesadilla,Rosey Baby,All Day,Po-boys and More,"Chicken, cheese, jalapenos, onion, mushrooms, and creole sauce cooked in tortilla. *Choice of one side*",8.99,Active,"Activate, Deactivate, Feature, Edit",1,"Baked Potato:0, Corn on the Cob and Red potato:0, Hush Puppies:0, Mac and Cheese:0, Mixed Vegetables:0, Onion Rings:0, Regular Fries:0, Rosey Fries:0, Cup of Gumbo:0, Cup of Red Bean and Rice:0, Cup of Etouffee:0",,,,,"Add Catfish:6.89, Add Chicken:2.5, Add Crawfish:5.99, Add Shrimp:5.99, Add Crab Cluster:7.99, Add Bacon:0.75, Add Cheese:0.75",
Chicken Wrap,Rosey Baby,All Day,Po-boys and More,"*Choice of Fried or Grilled* Served on a tortilla with lettuce, tomato, onion, cheese and ranch sauce. *Choice of one side*",8.99,Active,"Activate, Deactivate, Feature, Edit",1,"Baked Potato:0, Corn on the Cob and Red potato:0, Hush Puppies:0, Mac and Cheese:0, Mixed Vegetables:0, Onion Rings:0, Regular Fries:0, Rosey Fries:0, Cup of Gumbo:0, Cup of Red Bean and Rice:0, Cup of Etouffee:0",,"Fried, Grilled",,,"Add Catfish:6.89, Add Chicken:2.5, Add Crawfish:5.99, Add Shrimp:5.99, Add Crab Cluster:7.99, Add Bacon:0.75, Add Cheese:0.75",
Crawfish Po-boy,Rosey Baby,All Day,Po-boys and More,"Perfectly fried crawfish tails served on french bread with lettuce, tomato and onions. *Choice of one side*",10.99,Active,"Activate, Deactivate, Feature, Edit",1,"Baked Potato:0, Corn on the Cob and Red potato:0, Hush Puppies:0, Mac and Cheese:0, Mixed Vegetables:0, Onion Rings:0, Regular Fries:0, Rosey Fries:0, Cup of Gumbo:0, Cup of Red Bean and Rice:0, Cup of Etouffee:0",,,,,"Add Catfish:6.89, Add Chicken:2.5, Add Crawfish:5.99, Add Shrimp:5.99, Add Crab Cluster:7.99, Add Bacon:0.75, Add Cheese:0.75",
Crawfish Wrap,Rosey Baby,All Day,Po-boys and More,"*Choice of Fried or Sauteed* Served on a tortilla with lettuce, tomato, onion, cheese and remoulade sauce. *Choice of one side*",10.99,Active,"Activate, Deactivate, Feature, Edit",1,"Baked Potato:0, Corn on the Cob and Red potato:0, Hush Puppies:0, Mac and Cheese:0, Mixed Vegetables:0, Onion Rings:0, Regular Fries:0, Rosey Fries:0, Cup of Gumbo:0, Cup of Red Bean and Rice:0, Cup of Etouffee:0",,"Fried, Sautéed",,,"Add Catfish:6.89, Add Chicken:2.5, Add Crawfish:5.99, Add Shrimp:5.99, Add Crab Cluster:7.99, Add Bacon:0.75, Add Cheese:0.75",
Rosey Burger,Rosey Baby,All Day,Po-boys and More,"Marinated burger in house stake sauce with lettuce, tomato, and onion. *Choice of one side*",9.99,Active,"Activate, Deactivate, Feature, Edit",1,"Baked Potato:0, Corn on the Cob and Red potato:0, Hush Puppies:0, Mac and Cheese:0, Mixed Vegetables:0, Onion Rings:0, Regular Fries:0, Rosey Fries:0, Cup of Gumbo:0, Cup of Red Bean and Rice:0, Cup of Etouffee:0",,,,,"Add Catfish:6.89, Add Chicken:2.5, Add Crawfish:5.99, Add Shrimp:5.99, Add Crab Cluster:7.99, Add Bacon:0.75, Add Cheese:0.75",
Shrimp Po-boy,Rosey Baby,All Day,Po-boys and More,"*Choice of Blackened, Fried, or Grilled* Served on french bread with lettuce, tomato, and onions. *Choice of one side* ",9.99,Active,"Activate, Deactivate, Feature, Edit",1,"Baked Potato:0, Corn on the Cob and Red potato:0, Hush Puppies:0, Mac and Cheese:0, Mixed Vegetables:0, Onion Rings:0, Regular Fries:0, Rosey Fries:0, Cup of Gumbo:0, Cup of Red Bean and Rice:0, Cup of Etouffee:0",,"Blackened, Fried, Grilled",,,"Add Catfish:6.89, Add Chicken:2.5, Add Crawfish:5.99, Add Shrimp:5.99, Add Crab Cluster:7.99, Add Bacon:0.75, Add Cheese:0.75",
Shrimp Quesadilla,Rosey Baby,All Day,Po-boys and More,"Shrimp, cheese, jalapenos, onion, mushrooms, and creole sauce cooked in tortilla. *Choice of one side*",8.99,Active,"Activate, Deactivate, Feature, Edit",1,"Baked Potato:0, Corn on the Cob and Red potato:0, Hush Puppies:0, Mac and Cheese:0, Mixed Vegetables:0, Onion Rings:0, Regular Fries:0, Rosey Fries:0, Cup of Gumbo:0, Cup of Red Bean and Rice:0, Cup of Etouffee:0",,,,,"Add Catfish:6.89, Add Chicken:2.5, Add Crawfish:5.99, Add Shrimp:5.99, Add Crab Cluster:7.99, Add Bacon:0.75, Add Cheese:0.75",
Shrimp Wrap,Rosey Baby,All Day,Po-boys and More,"*Choice of Fried or Sauteed* served on a tortilla with lettuce, tomato, onion, cheese and remoulade sauce.",8.99,Active,"Activate, Deactivate, Feature, Edit",1,"Baked Potato:0, Corn on the Cob and Red potato:0, Hush Puppies:0, Mac and Cheese:0, Mixed Vegetables:0, Onion Rings:0, Regular Fries:0, Rosey Fries:0, Cup of Gumbo:0, Cup of Red Bean and Rice:0, Cup of Etouffee:0",,"Fried, Sautéed",,,"Add Catfish:6.89, Add Chicken:2.5, Add Crawfish:5.99, Add Shrimp:5.99, Add Crab Cluster:7.99, Add Bacon:0.75, Add Cheese:0.75",
Chicken Salad,Rosey Baby,All Day,Salads,"*Choice of Blackened, Fried, or Grilled* Lettuce, tomato, cucumber, carrot, onion, mushroom, black olive, pepper rings, croutons, cheese and choice of dressing.",9.99,Active,"Activate, Deactivate, Feature, Edit",0,,,"Blackened, Fried, Grilled",,,"Add Catfish:6.89, Add Chicken:2.5, Add Crawfish:5.99, Add Shrimp:5.99, Add Crab Cluster:7.99, Add Bacon:0.75, Add Cheese:0.75",
Crawfish Salad,Rosey Baby,All Day,Salads,"*Choice of Fried or Sautéed* Lettuce, tomato, cucumber, carrot, onion, mushroom, black olive, pepper rings, croutons, cheese and choice of dressing.",10.99,Active,"Activate, Deactivate, Feature, Edit",0,,,"Fried, Sautéed",,,"Add Catfish:6.89, Add Chicken:2.5, Add Crawfish:5.99, Add Shrimp:5.99, Add Crab Cluster:7.99, Add Bacon:0.75, Add Cheese:0.75",
Garden Salad,Rosey Baby,All Day,Salads,Garden Salad,3.99,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,"Add Catfish:6.89, Add Chicken:2.5, Add Crawfish:5.99, Add Shrimp:5.99, Add Crab Cluster:7.99, Add Bacon:0.75, Add Cheese:0.75",
Shrimp Salad,Rosey Baby,All Day,Salads,"*Choice of Blackened, Fried, or Grilled* Lettuce, tomato, cucumber, carrot, onion, mushroom, black olive, pepper rings, croutons, cheese and choice of dressing.",9.99,Active,"Activate, Deactivate, Feature, Edit",0,,,"Blackened, Fried, Grilled",,,"Add Catfish:6.89, Add Chicken:2.5, Add Crawfish:5.99, Add Shrimp:5.99, Add Crab Cluster:7.99, Add Bacon:0.75, Add Cheese:0.75",
Baked Potato,Rosey Baby,All Day,Sides,Baked Potato,1.95,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,"Add Cheese:0.75, Add Bacon:0.75",
Corn on the cob and Red potato,Rosey Baby,All Day,Sides,Corn on the cob and Red Potato,1.95,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,"Add Cheese:0.75, Add Bacon:0.75",
Cup of Etouffee,Rosey Baby,All Day,Sides,Cup of Etouffee with Rice,2.95,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,"Add Cheese:0.75, Add Bacon:0.75",
Cup of Gumbo,Rosey Baby,All Day,Sides,Cup of Gumbo,2.95,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,"Add Cheese:0.75, Add Bacon:0.75",
Cup of Red Bean and Rice,Rosey Baby,All Day,Sides,Cup of Red Bean and Rice,2.95,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,"Add Cheese:0.75, Add Bacon:0.75",
Hush Puppies,Rosey Baby,All Day,Sides,Hush Puppies,1.95,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,"Add Cheese:0.75, Add Bacon:0.75",
